crash_date_time,person_type,street_no,street_direction,street_name,latitude,longitude,posted_speed_limit,driver_action,injury_classification,driver_vision,pedpedal_action,pedpedal_location,first_crash_type
2024-05-20T14:43:00.000,PEDESTRIAN,1624,W,DIVISION ST,41.903440798,-87.668505467,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDESTRIAN
2024-05-18T00:20:00.000,PEDESTRIAN,2393,N,MILWAUKEE AVE,41.924816741,-87.700234498,20,NONE,NO INDICATION OF INJURY,NOT OBSCURED,OTHER ACTION,IN ROADWAY,PEDESTRIAN
2024-05-14T15:55:00.000,BICYCLE,2445,N,MILWAUKEE AVE,41.925739881,-87.701744015,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2024-05-11T00:47:00.000,PEDESTRIAN,2206,N,CALIFORNIA AVE,41.92190356,-87.697473803,15,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2024-05-08T17:00:00.000,BICYCLE,1513,N,MILWAUKEE AVE,41.909037654,-87.675145922,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),BIKE LANE,PEDALCYCLIST
2024-05-08T08:35:00.000,PEDESTRIAN,2392,N,MILWAUKEE AVE,41.924646801,-87.700420596,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,OTHER ACTION,UNKNOWN/NA,PEDESTRIAN
2024-05-06T18:12:00.000,PEDESTRIAN,1631,W,CHICAGO AVE,41.895942562,-87.66857215,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,PARKED VEHICLE,IN ROADWAY,PEDESTRIAN
2024-05-06T18:12:00.000,PEDESTRIAN,1631,W,CHICAGO AVE,41.895942562,-87.66857215,30,NONE,INCAPACITATING INJURY,OTHER,PARKED VEHICLE,IN ROADWAY,PEDESTRIAN
2024-05-04T15:30:00.000,BICYCLE,1553,N,ASHLAND AVE,41.910406568,-87.667539078,25,DISREGARDED CONTROL DEVICES,NO INDICATION OF INJURY,UNKNOWN,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2024-05-02T18:25:00.000,BICYCLE,1099,N,WESTERN AVE,41.901157718,-87.68683128,30,FAILED TO YIELD,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2024-04-30T20:35:00.000,PEDESTRIAN,1958,N,WESTERN AVE,41.917527585,-87.687555983,35,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDESTRIAN
2024-04-24T18:58:00.000,BICYCLE,2257,N,MILWAUKEE AVE,41.922113666,-87.695840376,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2024-04-21T16:17:00.000,BICYCLE,2010,W,PIERCE AVE,41.909472799,-87.677939457,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2024-04-19T11:28:00.000,PEDESTRIAN,1560,N,DAMEN AVE,41.909995199,-87.677599087,30,,INCAPACITATING INJURY,,UNKNOWN/NA,IN ROADWAY,PEDESTRIAN
2024-04-17T06:03:00.000,PEDESTRIAN,2000,N,CALIFORNIA AVE,41.917519538,-87.697348539,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-04-12T23:55:00.000,BICYCLE,1585,N,MILWAUKEE AVE,41.910402904,-87.677262361,20,NONE,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2024-04-12T21:48:00.000,BICYCLE,2299,N,CALIFORNIA AVE,41.92288545,-87.697213743,30,DISREGARDED CONTROL DEVICES,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN CROSSWALK,PEDALCYCLIST
2024-04-05T07:30:00.000,PEDESTRIAN,2551,N,CALIFORNIA AVE,41.92816674,-87.697361482,30,,NO INDICATION OF INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,UNKNOWN/NA,PEDESTRIAN
2024-04-01T16:10:00.000,BICYCLE,1904,N,WESTERN AVE,41.915930717,-87.687515578,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2024-03-30T11:00:00.000,PEDESTRIAN,1101,N,WOLCOTT AVE,41.901477835,-87.674621548,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,IN CROSSWALK,PEDESTRIAN
2024-03-28T12:00:00.000,PEDESTRIAN,2100,N,CALIFORNIA AVE,41.919642322,-87.697409539,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2024-03-26T20:05:00.000,BICYCLE,1448,N,LEAVITT ST,41.9081903,-87.682432944,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2024-03-26T10:05:00.000,PEDESTRIAN,2000,W,DIVISION ST,41.903298793,-87.677383247,25,,"REPORTED, NOT EVIDENT",,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-03-22T15:16:00.000,PEDESTRIAN,2203,N,CALIFORNIA AVE,41.921788401,-87.697176397,30,,INCAPACITATING INJURY,,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2024-03-20T07:20:00.000,PEDESTRIAN,2625,W,FULLERTON AVE,41.924735061,-87.693622528,25,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2024-03-17T11:50:00.000,BICYCLE,1431,N,MILWAUKEE AVE,41.907970608,-87.673476395,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2024-03-16T19:15:00.000,BICYCLE,1515,N,MILWAUKEE AVE,41.909126988,-87.675285202,25,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2024-03-14T11:15:00.000,BICYCLE,1854,W,DIVISION ST,41.903341795,-87.674674211,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDALCYCLIST
2024-03-12T17:30:00.000,PEDESTRIAN,1200,N,MILWAUKEE AVE,41.903307804,-87.666632088,30,FAILED TO YIELD,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDESTRIAN
2024-03-11T17:13:00.000,BICYCLE,1328,W,DIVISION ST,41.903539875,-87.66171475,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDALCYCLIST
2024-03-10T18:30:00.000,BICYCLE,1181,N,MILWAUKEE AVE,41.903413502,-87.666345317,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2024-03-07T12:20:00.000,BICYCLE,1521,N,MILWAUKEE AVE,41.909235959,-87.675455541,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2024-03-06T19:02:00.000,PEDESTRIAN,1912,N,WESTERN AVE,41.916185701,-87.687523688,35,NONE,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2024-03-04T21:30:00.000,PEDESTRIAN,1184,N,MILWAUKEE AVE,41.903246607,-87.666536227,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-03-03T16:50:00.000,BICYCLE,2000,N,POINT ST,41.917534153,-87.694242249,30,DISREGARDED CONTROL DEVICES,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,TURNING
2024-03-02T20:50:00.000,BICYCLE,1000,N,HERMITAGE AVE,41.899714227,-87.671209124,30,UNKNOWN,INCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),NOT IN ROADWAY,PEDALCYCLIST
2024-03-02T19:25:00.000,PEDESTRIAN,1332,W,DIVISION ST,41.903536788,-87.661859583,30,,NONINCAPACITATING INJURY,,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-02-29T23:45:00.000,BICYCLE,1309,N,MILWAUKEE AVE,41.905540493,-87.669664066,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2024-02-24T12:30:00.000,BICYCLE,2400,N,MILWAUKEE AVE,41.924727462,-87.700552669,30,FAILED TO YIELD,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - AGAINST SIGNAL,IN CROSSWALK,PEDALCYCLIST
2024-02-23T19:10:00.000,PEDESTRIAN,2301,N,MILWAUKEE AVE,41.923009387,-87.69729638,35,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-02-18T13:51:00.000,PEDESTRIAN,2900,W,FULLERTON AVE,41.924894652,-87.699893727,30,,INCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDESTRIAN
2024-02-09T15:00:00.000,PEDESTRIAN,1562,N,MILWAUKEE AVE,41.909809081,-87.676803229,25,FAILED TO YIELD,NONINCAPACITATING INJURY,OTHER,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2024-02-09T08:30:00.000,BICYCLE,1005,N,WOOD ST,41.899815191,-87.672140932,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2024-02-03T16:40:00.000,PEDESTRIAN,2399,W,HIRSCH ST,41.906557212,-87.687061139,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-02-03T15:15:00.000,BICYCLE,1553,N,MILWAUKEE AVE,41.90981714,-87.676364016,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2024-02-01T18:10:00.000,PEDESTRIAN,2001,N,MILWAUKEE AVE,41.917666944,-87.688534183,5,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,NOT IN ROADWAY,PEDESTRIAN
2024-02-01T17:22:00.000,PEDESTRIAN,2246,N,MILWAUKEE AVE,41.921614362,-87.695481429,30,UNKNOWN,INCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2024-02-01T13:09:00.000,PEDESTRIAN,2400,W,FULLERTON AVE,41.925009935,-87.687704752,30,,"REPORTED, NOT EVIDENT",,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-02-01T10:58:00.000,PEDESTRIAN,2433,N,SACRAMENTO AVE,41.925844901,-87.702195785,30,,"REPORTED, NOT EVIDENT",,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-02-01T08:10:00.000,PEDESTRIAN,1458,W,AUGUSTA BLVD,41.899861185,-87.664686334,30,NONE,INCAPACITATING INJURY,MOVING VEHICLES,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2024-01-29T17:50:00.000,BICYCLE,1520,N,DAMEN AVE,41.9089214,-87.677567796,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2024-01-26T08:30:00.000,BICYCLE,2414,W,LE MOYNE ST,41.908594976,-87.687789589,15,OTHER,"REPORTED, NOT EVIDENT",UNKNOWN,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2024-01-16T14:00:00.000,PEDESTRIAN,1333,N,LEAVITT ST,41.905885713,-87.682074775,25,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2024-01-13T16:51:00.000,PEDESTRIAN,1200,N,ASHLAND AVE,41.903377468,-87.667643142,35,NONE,NONINCAPACITATING INJURY,OTHER,UNKNOWN/NA,UNKNOWN/NA,PEDESTRIAN
2024-01-11T13:00:00.000,BICYCLE,1708,N,WESTERN AVE,41.912413393,-87.687421494,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN CROSSWALK,PEDALCYCLIST
2024-01-06T20:16:00.000,PEDESTRIAN,2430,W,WABANSIA AVE,41.91223274,-87.688545941,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2024-01-06T17:53:00.000,PEDESTRIAN,1282,N,HERMITAGE AVE,41.905788799,-87.671017543,15,,NONINCAPACITATING INJURY,,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-12-30T16:44:00.000,BICYCLE,1835,W,NORTH AVE,41.910429626,-87.673941681,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-12-25T22:55:00.000,PEDESTRIAN,2762,W,FULLERTON AVE,41.924917667,-87.697353621,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-12-22T20:15:00.000,PEDESTRIAN,2412,N,MILWAUKEE AVE,41.924953916,-87.700923461,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-12-22T18:15:00.000,BICYCLE,2227,W,NORTH AVE,41.910267304,-87.683500743,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,NO ACTION,BIKEWAY,PEDALCYCLIST
2023-12-22T16:14:00.000,PEDESTRIAN,2029,N,CALIFORNIA AVE,41.918369963,-87.69707811,25,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-12-21T17:43:00.000,PEDESTRIAN,1859,W,NORTH AVE,41.910415289,-87.674954105,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-12-20T14:30:00.000,BICYCLE,1531,N,DAMEN AVE,41.909192059,-87.677282907,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-12-16T14:58:00.000,PEDESTRIAN,2002,W,DIVISION ST,41.903297507,-87.677459038,35,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-12-15T20:25:00.000,BICYCLE,1407,N,MILWAUKEE AVE,41.907534392,-87.672793213,30,DISREGARDED CONTROL DEVICES,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-12-14T18:21:00.000,PEDESTRIAN,1199,N,WOLCOTT AVE,41.903209486,-87.674674058,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-12-12T17:00:00.000,PEDESTRIAN,3000,W,SCHUBERT AVE,41.930344169,-87.702534443,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-12-09T00:41:00.000,PEDESTRIAN,2040,W,DIVISION ST,41.903270722,-87.678899336,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,NO ACTION,SHOULDER,SIDESWIPE SAME DIRECTION
2023-12-05T05:55:00.000,PEDESTRIAN,1159,N,ASHLAND AVE,41.90330301,-87.66734702,25,NONE,"REPORTED, NOT EVIDENT",OTHER,CROSSING - WITH SIGNAL,IN ROADWAY,PEDESTRIAN
2023-12-01T21:05:00.000,PEDESTRIAN,2001,N,MILWAUKEE AVE,41.917666944,-87.688534183,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,STANDING IN ROADWAY,IN ROADWAY,PEDESTRIAN
2023-11-30T10:00:00.000,BICYCLE,936,N,ASHLAND AVE,41.899005058,-87.667519889,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2023-11-30T07:39:00.000,PEDESTRIAN,2211,N,KEDZIE BLVD,41.921498592,-87.706967281,30,OTHER,NONINCAPACITATING INJURY,OTHER,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-11-29T18:03:00.000,BICYCLE,2151,N,CALIFORNIA AVE,41.921080227,-87.697157249,25,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-26T16:00:00.000,PEDESTRIAN,1227,N,MILWAUKEE AVE,41.904024731,-87.667299933,30,UNKNOWN,INCAPACITATING INJURY,UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-11-21T17:15:00.000,BICYCLE,1244,W,GRAND AVE,41.891170693,-87.659052742,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,AGAINST TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-11-21T12:30:00.000,BICYCLE,955,N,WOOD ST,41.89945672,-87.672130065,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-17T12:35:00.000,BICYCLE,1415,N,MILWAUKEE AVE,41.907679836,-87.673020755,25,FOLLOWED TOO CLOSELY,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-11-15T15:00:00.000,BICYCLE,2011,W,DIVISION ST,41.903072506,-87.677755184,30,NONE,INCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-11-10T16:35:00.000,BICYCLE,2000,N,MILWAUKEE AVE,41.917496608,-87.688719608,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-11-07T20:00:00.000,BICYCLE,2400,N,MILWAUKEE AVE,41.924727462,-87.700552669,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-11-07T17:30:00.000,BICYCLE,2489,N,MILWAUKEE AVE,41.926635027,-87.703199253,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-04T21:47:00.000,BICYCLE,1297,N,MILWAUKEE AVE,41.905325631,-87.669321997,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-03T23:08:00.000,PEDESTRIAN,1159,N,ASHLAND AVE,41.90330301,-87.66734702,30,NONE,NO INDICATION OF INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-31T18:51:00.000,PEDESTRIAN,2410,N,MILWAUKEE AVE,41.92491617,-87.700861659,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-28T15:00:00.000,BICYCLE,2366,N,MILWAUKEE AVE,41.924143174,-87.699603176,30,,INCAPACITATING INJURY,,NO ACTION,BIKEWAY,PEDALCYCLIST
2023-10-27T19:33:00.000,BICYCLE,1616,N,WESTERN AVE,41.910859081,-87.68738218,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2023-10-24T15:30:00.000,PEDESTRIAN,800,N,ASHLAND AVE,41.896113867,-87.667439581,30,OTHER,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2023-10-23T17:21:00.000,PEDESTRIAN,2643,W,ARMITAGE AVE,41.917408703,-87.694005425,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-19T12:20:00.000,PEDESTRIAN,2295,N,MILWAUKEE AVE,41.922810239,-87.696981104,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDESTRIAN
2023-10-18T19:13:00.000,PEDESTRIAN,1514,N,MILWAUKEE AVE,41.908960247,-87.675476371,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),BIKE LANE,PEDESTRIAN
2023-10-16T15:15:00.000,PEDESTRIAN,1230,N,MILWAUKEE AVE,41.904011656,-87.667729409,30,NONE,"REPORTED, NOT EVIDENT",,WITH TRAFFIC,IN CROSSWALK,PEDESTRIAN
2023-10-10T19:15:00.000,BICYCLE,2443,N,SACRAMENTO AVE,41.926056903,-87.702202361,30,DISREGARDED CONTROL DEVICES,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDALCYCLIST
2023-10-10T17:03:00.000,BICYCLE,1001,N,MARSHFIELD AVE,41.899757407,-87.668457816,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING RIGHT,BIKE LANE,PEDALCYCLIST
2023-10-09T14:46:00.000,PEDESTRIAN,1531,N,MILWAUKEE AVE,41.909417578,-87.675739438,30,,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-10-07T17:45:00.000,BICYCLE,1559,N,MILWAUKEE AVE,41.909926112,-87.676534357,35,,NO INDICATION OF INJURY,,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-10-06T13:40:00.000,PEDESTRIAN,800,N,MARSHFIELD AVE,41.896113838,-87.668663556,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-10-04T14:00:00.000,PEDESTRIAN,2159,W,DIVISION ST,41.902998631,-87.682015137,10,NONE,NONINCAPACITATING INJURY,OTHER,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-03T18:20:00.000,BICYCLE,2014,N,MILWAUKEE AVE,41.917946473,-87.689463907,15,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-10-03T13:20:00.000,PEDESTRIAN,2300,W,DIVISION ST,41.9031687,-87.684706042,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-10-02T18:15:00.000,PEDESTRIAN,1530,N,DAMEN AVE,41.909187572,-87.677576738,30,OTHER,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-09-30T22:00:00.000,PEDESTRIAN,1999,W,DIVISION ST,41.903082422,-87.67719355,30,NONE,NONINCAPACITATING INJURY,OTHER,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-09-26T08:43:00.000,BICYCLE,1400,W,AUGUSTA BLVD,41.899893848,-87.662628756,25,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKEWAY,PEDALCYCLIST
2023-09-25T07:50:00.000,BICYCLE,2555,N,MILWAUKEE AVE,41.927836684,-87.705159999,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2023-09-19T09:20:00.000,BICYCLE,629,N,WOOD ST,41.893219529,-87.671941421,20,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2023-09-18T15:30:00.000,BICYCLE,1547,N,MILWAUKEE AVE,41.909708169,-87.676193676,30,OTHER,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-09-04T15:05:00.000,BICYCLE,2644,W,ARMITAGE AVE,41.917628353,-87.69411307,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-09-03T15:20:00.000,BICYCLE,2440,W,NORTH AVE,41.910410939,-87.688899155,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-08-31T07:30:00.000,BICYCLE,1599,N,MILWAUKEE AVE,41.910477592,-87.677373525,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2023-08-29T20:37:00.000,BICYCLE,1801,W,DIVISION ST,41.903156154,-87.672422319,30,WRONG WAY/SIDE,NO INDICATION OF INJURY,UNKNOWN,AGAINST TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-08-26T14:40:00.000,BICYCLE,1279,N,MILWAUKEE AVE,41.905075123,-87.668930563,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,PEDALCYCLIST
2023-08-25T22:00:00.000,PEDESTRIAN,2300,W,DIVISION ST,41.9031687,-87.684706042,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - WITH SIGNAL,UNKNOWN/NA,PEDESTRIAN
2023-08-25T19:20:00.000,BICYCLE,1332,N,DAMEN AVE,41.905956346,-87.677486215,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-08-24T17:45:00.000,BICYCLE,2719,N,CALIFORNIA AVE,41.930878417,-87.697439658,10,UNKNOWN,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDALCYCLIST
2023-08-23T08:10:00.000,BICYCLE,2800,W,ARMITAGE AVE,41.917598837,-87.697253745,30,FAILED TO YIELD,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN ROADWAY,PEDALCYCLIST
2023-08-22T07:59:00.000,BICYCLE,2234,W,DIVISION ST,41.903192916,-87.683413383,30,FAILED TO YIELD,INCAPACITATING INJURY,NOT OBSCURED,NO ACTION,IN CROSSWALK,PEDALCYCLIST
2023-08-20T12:30:00.000,BICYCLE,1549,W,DIVISION ST,41.903242865,-87.667062048,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
